seed,algorithm,timestep,regime,path_cost,latency,hops,packet_loss,bandwidth,reliability,congestion,tunneling_probability,energy,kappa
43,QT-APP,7,Normal,0.44514503763309987,186.83948764274913,5,0.3554784101889925,65.97083628661004,0.8257543024516891,0.3093643583831347,1.0,0.7000000000000002,1.0399999999999998
43,QT-APP,8,Normal,0.4410182799959735,186.12913002661608,5,0.35266546615880545,64.95892052255233,0.8193395236428465,0.28779343114047934,1.0,0.6900000000000002,1.0499999999999998
43,QT-APP,9,Normal,0.48361080152561786,231.54860118854253,5,0.35185566256963474,45.33381966736938,0.834621139931769,0.2423004665193996,1.0,0.7600000000000002,0.9999999999999998
43,QT-APP,10,Congestion,0.4788617884153707,232.87236919644153,5,0.45186280548884317,44.987085414571354,0.7609475543905185,0.5073681381897017,1.0,0.7500000000000002,1.0099999999999998
43,QT-APP,11,Congestion,0.4747691358709572,377.19250512418375,6,0.5897445430877698,30.04629003599034,0.743005168865202,0.7497526223657779,1.0,0.7400000000000002,1.0199999999999998
43,QT-APP,12,Congestion,0.6014800318751934,448.24944906450224,5,0.6459479911165823,14.625247262139505,0.6579624846040633,0.9102790344820022,0.9498713997856753,0.8100000000000003,0.9699999999999998
43,QT-APP,13,Congestion,0.6901493645373068,567.5719393807377,4,0.6053336205372137,13.488409013337368,0.584583534724375,1.0,1.0,0.8500000000000003,0.9399999999999997
43,QT-APP,14,Congestion,0.7111050347069152,691.5681902255623,5,0.7580324926751149,6.603783599209268,0.5413321815715034,1.0,0.6707704689099971,0.8900000000000003,0.9099999999999997
43,QT-APP,15,Post-congestion,0.7045061920389307,695.6259823101848,5,0.7944968813998144,7.700176262061708,0.5192294968855479,0.9891722338015313,1.0,0.8800000000000003,0.9199999999999997
43,QT-APP,16,Post-congestion,0.7251948980013108,598.6998146532284,4,0.7011607987640127,6.060289403050478,0.4981978506703948,0.9886755624579096,1.0,0.9500000000000004,0.8699999999999997
43,QT-APP,17,Post-congestion,0.6364925623304891,747.6781383321327,5,0.7151614475052765,10.028354751823016,0.5425289067350502,0.9842345519848458,1.0,0.9700000000000004,0.8599999999999997
43,QT-APP,18,Post-congestion,0.5574735250508721,708.7093986236968,6,0.7856485315808978,9.958230800698457,0.5576168274504224,0.9548968345068137,1.0,0.9600000000000004,0.8699999999999997
43,QT-APP,19,Post-congestion,0.5461126159955195,716.2934573051826,6,0.7894491603966491,9.779770188133236,0.5583126172999536,0.9491773843049932,1.0,0.9500000000000004,0.8799999999999997
43,QT-APP,20,Recovery,0.5672284938653112,651.1732489861015,5,0.6798668845906314,12.053750045024456,0.5804814149074707,0.8673354090220066,1.0,1.0,0.8299999999999996
43,QT-APP,21,Recovery,0.5424937499109226,494.9894923412856,5,0.7075767955909357,9.073132922257779,0.6315691806469118,0.7234967383873594,1.0,1.0,0.8199999999999996
43,QT-APP,22,Recovery,0.493197805526972,369.07551365795945,5,0.625268136194512,14.326243338879626,0.6350519391288431,0.6222017271349246,1.0,1.0,0.8099999999999996
43,QT-APP,23,Stable,0.6109186143899621,361.6177322571279,4,0.5788461615831635,9.511307571209732,0.6010004490929628,0.6828280931385078,1.0,1.0,0.7599999999999996
43,QT-APP,24,Stable,0.4998484172465378,354.24767075347717,4,0.4324846008344079,12.823640215658584,0.6298943386551554,0.637468246169653,1.0,0.99,0.7699999999999996
43,QT-APP,25,Stable,0.5014797601883877,372.83297174573113,5,0.6308580583989771,14.20343360333896,0.6406804193184291,0.6267015316781294,1.0,1.0,0.7399999999999995
43,QT-APP,26,Stable,0.5474759630750182,437.20199967802404,5,0.6622576978394713,10.379688912104285,0.6742206843925894,0.6391107262854309,1.0,1.0,0.6899999999999995
43,QT-APP,27,Stable,0.5383224475613091,464.8201442711086,5,0.5707831277289621,18.24983572918536,0.648999920700603,0.7000220997203963,1.0,0.99,0.6999999999999995
43,QT-APP,28,Stable,0.4978291093365923,351.01450314341923,4,0.42403412443426114,13.022837046118626,0.6335460240987667,0.668250195610529,1.0,1.0,0.6899999999999995
43,QT-APP,29,Stable,0.5896592113543164,424.6246024446512,5,0.7174123135257455,12.824144463721762,0.6307306219517039,0.7120016075780982,1.0,1.0,0.6399999999999995
43,QT-APP,30,Stable,0.6010905331671557,414.17132146271547,5,0.7130802908007823,13.110045385564092,0.6302747763602459,0.7130699717656293,1.0,1.0,0.6099999999999994
43,QT-APP,31,Stable,0.6101942824755963,465.37865972320265,4,0.5558514058388899,17.464420927014988,0.6227187587677112,0.7192203470973262,1.0,1.0,0.5799999999999994
43,QT-APP,32,Stable,0.574098063480774,431.0107298114431,5,0.7096876289052567,12.80600089070369,0.6310789051066515,0.684216655737582,1.0,1.0,0.5699999999999994
43,QT-APP,33,Stable,0.547955496221814,492.1571394732266,5,0.5878766960494,18.549030699094097,0.6421233587595925,0.708899431768806,1.0,0.99,0.5799999999999994
43,QT-APP,34,Stable,0.5265038261292164,377.94804566408754,5,0.668098545861664,14.20665154560399,0.637760282597893,0.6493570279891845,1.0,0.98,0.5899999999999994
43,QT-APP,35,Stable,0.5698744225807271,453.9083108690762,5,0.6996680275874134,10.44842032228894,0.6749429666764474,0.62969725806448,1.0,1.0,0.5399999999999994
43,QT-APP,36,Stable,0.533843272395235,384.3671867589946,5,0.6621717901304282,14.24180818616486,0.6420802829652039,0.6543994340137597,1.0,0.99,0.5499999999999994
43,QT-APP,37,Stable,0.5807376680590897,447.31234106033037,5,0.7139770806097667,12.285831718984124,0.6438607101688837,0.6425826650400172,1.0,1.0,0.49999999999999933
43,QT-APP,38,Stable,0.5583439746070471,396.587214113319,5,0.6692678248301819,14.150221802344603,0.636906828983461,0.6830697923426257,1.0,0.99,0.5099999999999993
43,QT-APP,39,Stable,0.5616762883894475,394.1769856869504,5,0.6628737845518133,14.186159919420357,0.6334956728549724,0.677436748109094,1.0,1.0,0.4799999999999993
43,QT-APP without adaptation,0,Normal,0.47323895428011803,278.72413707247574,6,0.30135334625872834,56.38500941003408,0.8721708497926409,0.31822202093423363,0.08125133903777344,0.45,1.2
43,QT-APP without adaptation,1,Normal,0.43947073006015613,290.00354978360804,6,0.32652457341548824,73.02354063452445,0.8929645603056985,0.3465225125613121,0.14485793922140217,0.45,1.2
43,QT-APP without adaptation,2,Normal,0.5577735497089288,192.95582311217123,4,0.2852156539408136,63.41930020694733,0.8267556776579716,0.45872595059355065,0.10802129972236481,0.45,1.2
43,QT-APP without adaptation,3,Normal,0.5627580508910099,194.53194125458415,4,0.27855950798877394,63.86461151805974,0.8219743109884794,0.45034282338065557,0.0816780712203945,0.45,1.2
43,QT-APP without adaptation,4,Normal,0.5058193079563552,234.89771758435637,5,0.3714766273822292,45.22201886917931,0.8428354489274307,0.25708077098620896,0.06522577991157656,0.45,1.2
43,QT-APP without adaptation,5,Normal,0.4714285412995626,277.7914818827783,5,0.31350508788388454,76.4488522021262,0.861730027636287,0.31126344914916754,0.1369954149001128,0.45,1.2
43,QT-APP without adaptation,6,Normal,0.5151216081819376,248.008744353171,5,0.416348459259565,56.1164150165432,0.8160272447379071,0.2870516467172746,0.05754676390394316,0.45,1.2
43,QT-APP without adaptation,7,Normal,0.44514503763309987,186.83948764274913,5,0.3554784101889925,65.97083628661004,0.8257543024516891,0.3093643583831347,0.2110065158631208,0.45,1.2
43,QT-APP without adaptation,8,Normal,0.4410182799959735,186.12913002661608,5,0.35266546615880545,64.95892052255233,0.8193395236428465,0.28779343114047934,0.2409136968437982,0.45,1.2
43,QT-APP without adaptation,9,Normal,0.48361080152561786,231.54860118854253,5,0.35185566256963474,45.33381966736938,0.834621139931769,0.2423004665193996,0.09011205593164946,0.45,1.2
43,QT-APP without adaptation,10,Congestion,0.4788617884153707,232.87236919644153,5,0.45186280548884317,44.987085414571354,0.7609475543905185,0.5073681381897017,0.15803740674758313,0.45,1.2
43,QT-APP without adaptation,11,Congestion,0.4747691358709572,377.19250512418375,6,0.5897445430877698,30.04629003599034,0.743005168865202,0.7497526223657779,0.13195300424113401,0.45,1.2
43,QT-APP without adaptation,12,Congestion,0.6585969428343846,383.97520323026436,4,0.5815209388743169,13.446453792700456,0.6261047283013172,0.9490674164461927,0.012800535167432424,0.45,1.2
43,QT-APP without adaptation,13,Congestion,0.6292319405370004,453.779955349577,5,0.6950660610531306,12.56520936428406,0.5747853574332835,1.0,0.008490060070750342,0.45,1.2
43,QT-APP without adaptation,14,Congestion,0.7466742516964151,699.6955692290616,4,0.675931801677424,9.329081765695097,0.5208276644227484,1.0,0.0056839364004430855,0.45,1.2
43,QT-APP without adaptation,15,Post-congestion,0.6701083535031946,682.5679249046696,5,0.7569621026540377,6.569383102393192,0.5338915769301018,0.9800005356699197,0.00796403199430981,0.45,1.2
43,QT-APP without adaptation,16,Post-congestion,0.5769464314277453,569.0345408106874,5,0.7521147119129975,9.002354952345156,0.5227216448761197,0.9652785308580407,0.03112061075962239,0.45,1.2
43,QT-APP without adaptation,17,Post-congestion,0.5606792786436289,712.0034809197224,6,0.7861571220092737,9.83600416319983,0.5500119929760326,0.9610278510104786,0.022265959861967263,0.45,1.2
43,QT-APP without adaptation,18,Post-congestion,0.5574735250508721,708.7093986236968,6,0.7856485315808978,9.958230800698457,0.5576168274504224,0.9548968345068137,0.01861638411652455,0.45,1.2
43,QT-APP without adaptation,19,Post-congestion,0.5461126159955195,716.2934573051826,6,0.7894491603966491,9.779770188133236,0.5583126172999536,0.9491773843049932,0.023414578120715995,0.45,1.2
43,QT-APP without adaptation,20,Recovery,0.6267456641683709,584.2394955476332,5,0.7676903273781731,8.854281239795371,0.5503129349243361,0.8757486834111127,0.009911104453682382,0.45,1.2
43,QT-APP without adaptation,21,Recovery,0.5015152833404461,418.5649897047425,5,0.6801292580738629,12.15495553782877,0.596357573117055,0.7244773091308488,0.12127402579905588,0.45,1.2
43,QT-APP without adaptation,22,Recovery,0.493197805526972,369.07551365795945,5,0.625268136194512,14.326243338879626,0.6350519391288431,0.6222017271349246,0.13975650851866536,0.45,1.2
43,QT-APP without adaptation,23,Stable,0.5217616980909008,359.0662777777658,4,0.4356701356993734,12.73625835796661,0.6274704913323642,0.655482455526806,0.11760056587338272,0.45,1.2
43,QT-APP without adaptation,24,Stable,0.4998484172465378,354.24767075347717,4,0.4324846008344079,12.823640215658584,0.6298943386551554,0.637468246169653,0.15226917720881208,0.45,1.2
