seed,time_step,algorithm,path_cost,latency,hops,packet_loss,bandwidth,reliability,congestion,max_edge_barrier,mean_edge_potential,energy,kappa,route_changed,path
43,3,Dijkstra,0.48674186434162264,18.37909635246961,1,0.051411143178098744,90.73288797072632,0.9097556916885027,0.5386318432758003,0.48674186434162264,0.48674186434162264,0.45,1.2,0,0->19
43,4,Dijkstra,0.47704580280227576,17.566582563614638,1,0.055212689433185476,93.81861343797934,0.9230712194289553,0.5645428369306302,0.47704580280227576,0.47704580280227576,0.45,1.2,0,0->19
43,5,Dijkstra,0.4454873682303372,13.218680539539534,1,0.051789391749908244,97.97636110834763,0.9288187351172281,0.5497509158355384,0.4454873682303372,0.4454873682303372,0.45,1.2,0,0->19
43,6,Dijkstra,0.4622785753416544,15.151537915880088,1,0.055161997028848955,97.08747370883903,0.9339387684916517,0.5660858529652057,0.4622785753416544,0.4622785753416544,0.45,1.2,0,0->19
43,7,Dijkstra,0.4667192043262648,14.621041833987137,1,0.050492677548224514,96.38137296130509,0.9117624098180502,0.5606188126688421,0.4667192043262648,0.4667192043262648,0.45,1.2,0,0->19
43,8,Dijkstra,0.4458073185575312,10.911339951373982,1,0.05300081002306538,96.95629205781754,0.9123429178031736,0.5401100494287914,0.4458073185575312,0.4458073185575312,0.45,1.2,0,0->19
43,9,Dijkstra,0.44100537718862176,11.075774929436887,1,0.05765989349397842,100.6954877567567,0.9052936135189771,0.5341872868192604,0.44100537718862176,0.44100537718862176,0.45,1.2,0,0->19
43,10,Dijkstra,0.46983441166764445,24.06007435264913,1,0.08623517286912524,95.41460801189629,0.8331484283858076,0.8153023236315403,0.46983441166764445,0.46983441166764445,0.45,1.2,0,0->19
43,11,Dijkstra,0.4241445110266768,31.007724635083733,1,0.10749902997358515,88.39681520658344,0.772974990198602,1.0,0.4241445110266768,0.4241445110266768,0.45,1.2,0,0->19
43,12,Dijkstra,0.46089503601813486,43.47469319463319,1,0.14332722700683886,69.95222248075156,0.7371249895402459,1.0,0.46089503601813486,0.46089503601813486,0.45,1.2,0,0->19
43,13,Dijkstra,0.482836013786112,52.27133009347101,1,0.1863111989407204,52.51386552502517,0.6841602332581985,1.0,0.482836013786112,0.482836013786112,0.45,1.2,0,0->19
43,14,Dijkstra,0.2543566251552326,59.9320989948388,1,0.21825531632367928,33.20895608440334,0.6364654712679518,1.0,0.2543566251552326,0.2543566251552326,0.45,1.2,0,0->19
43,15,Dijkstra,0.4502901472443436,57.492375350971955,1,0.21717925673259442,35.19077323621739,0.6345420168928615,0.9924957979077302,0.4502901472443436,0.4502901472443436,0.45,1.2,0,0->19
43,16,Dijkstra,0.41298886109047467,57.659630389647155,1,0.22114448884497928,35.95393426287449,0.6362532180782056,0.9717330350951316,0.41298886109047467,0.41298886109047467,0.45,1.2,0,0->19
43,17,Dijkstra,0.47576962444018706,58.34493215683508,1,0.22526661377409274,32.86877913418964,0.6275476959934293,0.9953579593013661,0.47576962444018706,0.47576962444018706,0.45,1.2,0,0->19
43,18,Dijkstra,0.4962935763807828,60.750837215165376,1,0.2333070366471769,29.9695129330213,0.6250096634805451,0.9885976688007727,0.4962935763807828,0.4962935763807828,0.45,1.2,0,0->19
43,19,Dijkstra,0.5293443476326787,59.40214471681734,1,0.2345476449387687,28.3686205813436,0.6293382764490729,1.0,0.5293443476326787,0.5293443476326787,0.45,1.2,0,0->19
43,20,Dijkstra,0.5071763900078832,53.52843421462728,1,0.21757957946109385,30.535402891197492,0.6291670888340049,0.9052864841519994,0.5071763900078832,0.5071763900078832,0.45,1.2,0,0->19
43,21,Dijkstra,0.5546180327953959,53.48350280842433,1,0.21179153689186994,36.84211409196958,0.6305661057007044,0.8600829227798572,0.5546180327953959,0.5546180327953959,0.45,1.2,0,0->19
43,22,Dijkstra,0.5651950371182708,52.40596415096211,1,0.19445724666954498,37.716726694594215,0.6530250762010851,0.770500018424798,0.5651950371182708,0.5651950371182708,0.45,1.2,0,0->19
43,23,Dijkstra,0.5729871073297209,52.73831137822466,1,0.1960699848078143,36.27655870698181,0.6539995733233809,0.7677256205756007,0.5729871073297209,0.5729871073297209,0.45,1.2,0,0->19
43,24,Dijkstra,0.55576759785692,52.12599514952255,1,0.19648777192378022,38.85513824347495,0.6516281111097825,0.7603304578375741,0.55576759785692,0.55576759785692,0.45,1.2,0,0->19
43,25,Dijkstra,0.5674245703509301,51.78217571054512,1,0.20077246408353194,34.50182814026025,0.6370964996066083,0.7740738670486251,0.5674245703509301,0.5674245703509301,0.45,1.2,0,0->19
43,26,Dijkstra,0.5355440290179871,51.60543888145263,1,0.19952046337611465,38.050043627860774,0.6340533967112935,0.7102644287427207,0.5355440290179871,0.5355440290179871,0.45,1.2,0,0->19
43,27,Dijkstra,0.5269821582905518,51.57125281033495,1,0.18725065304450078,37.23166118206269,0.6278524046391585,0.7128655596879341,0.5269821582905518,0.5269821582905518,0.45,1.2,0,0->19
43,28,Dijkstra,0.5585795028117726,53.405238969474965,1,0.1844479899500101,30.985633976735684,0.636717294200921,0.725046089282133,0.5585795028117726,0.5585795028117726,0.45,1.2,0,0->19
43,29,Dijkstra,0.5571115068391577,53.98726478832047,1,0.18750493981485689,27.98250323221736,0.6223720025307504,0.7070626976858617,0.5571115068391577,0.5571115068391577,0.45,1.2,0,0->19
43,30,Dijkstra,0.5401413845948138,53.34538135933424,1,0.18607009051826945,30.739925349695973,0.6213327062638895,0.6916518548268171,0.5401413845948138,0.5401413845948138,0.45,1.2,0,0->19
43,31,Dijkstra,0.5359832878786474,52.148426265695356,1,0.18748008743016623,29.791912437541576,0.6226741221503928,0.6777943756047127,0.5359832878786474,0.5359832878786474,0.45,1.2,0,0->19
43,32,Dijkstra,0.5191054191112937,51.99323605451284,1,0.18288196697724668,32.31743909784137,0.6248422570476537,0.7023312196676634,0.5191054191112937,0.5191054191112937,0.45,1.2,0,0->19
43,33,Dijkstra,0.5088690927176327,52.60256396894901,1,0.1852272950916834,34.114091853914,0.6184599377184364,0.6833278705351886,0.5088690927176327,0.5088690927176327,0.45,1.2,0,0->19
43,34,Dijkstra,0.5330494562460308,53.266500660220935,1,0.18062954397355285,32.50045665948423,0.6133364030967217,0.7090007781401747,0.5330494562460308,0.5330494562460308,0.45,1.2,0,0->19
43,35,Dijkstra,0.5556793221365598,54.44059184906989,1,0.18126657250279157,34.464666084761674,0.624065143589865,0.7353268017216419,0.5556793221365598,0.5556793221365598,0.45,1.2,0,0->19
43,36,Dijkstra,0.5546673860673369,55.358172836805586,1,0.18111567485434055,36.003497335787344,0.6232212322025006,0.754585063833503,0.5546673860673369,0.5546673860673369,0.45,1.2,0,0->19
43,37,Dijkstra,0.5730577691325921,56.64266829316322,1,0.18575713153457832,36.75210057550448,0.6249151040803329,0.7771384411678348,0.5730577691325921,0.5730577691325921,0.45,1.2,0,0->19
43,38,Dijkstra,0.5890903529716032,54.82196078218852,1,0.18899637356830953,28.414831627719007,0.6081453836080098,0.7731948410566344,0.5890903529716032,0.5890903529716032,0.45,1.2,0,0->19
43,39,Dijkstra,0.6293339122937811,55.35250284095088,1,0.19673230627143978,26.798268883179453,0.5947019018426897,0.7905710856789441,0.6293339122937811,0.6293339122937811,0.45,1.2,0,0->19
44,0,Dijkstra,1.6122910811198188,107.5385483569643,3,0.0408131981085156,61.73340541518227,0.8561122604952801,0.31059025031430715,0.6365374491260837,0.537430360373273,0.45,1.2,0,0->2->1->19
44,1,Dijkstra,1.6795702873727052,113.59220105704617,3,0.038934386695451496,60.1902820584477,0.8506399419184302,0.31938778481578955,0.6705108401607978,0.5598567624575684,0.45,1.2,0,0->2->1->19
44,2,Dijkstra,1.6412003979337357,109.4191216866802,3,0.03746588195760447,58.73146060915908,0.8425781269695704,0.31248552433209553,0.6681091189711513,0.5470667993112452,0.45,1.2,0,0->2->1->19
44,3,Dijkstra,1.5975281635694076,106.15009985906279,3,0.038468745967121944,58.97233489807365,0.8512521062346771,0.3313191620786286,0.6463302938234825,0.5325093878564692,0.45,1.2,0,0->2->1->19
44,4,Dijkstra,1.6454813668822472,106.03264234666239,3,0.03863245813767537,58.527203293709555,0.8416472495416207,0.333420513227407,0.6683083529177577,0.5484937889607491,0.45,1.2,0,0->2->1->19
44,5,Dijkstra,1.6543559716163962,112.67741516445426,3,0.03585749396227365,59.562699507966606,0.8392364822755812,0.31798599075549405,0.6526904226351651,0.5514519905387988,0.45,1.2,0,0->2->1->19
44,6,Dijkstra,1.60852502695735,110.18282122641762,3,0.035924357044291685,58.920589460035906,0.8352845975573661,0.30408640349485033,0.6389803606377171,0.5361750089857833,0.45,1.2,0,0->2->1->19
44,7,Dijkstra,1.6355949395483023,107.71093578066386,3,0.037487892375403724,61.781035876611575,0.833861271613693,0.3145270650006448,0.6559519388402586,0.5451983131827675,0.45,1.2,0,0->2->1->19
44,8,Dijkstra,1.653831189445148,109.27876769528508,3,0.03771087478627073,62.157076519117005,0.8381501490119624,0.3541727257438489,0.684139986703622,0.5512770631483827,0.45,1.2,0,0->2->1->19
44,9,Dijkstra,1.613283026730996,90.92718319320038,3,0.032427676692909184,51.54911824133018,0.8555781995324802,0.4110055808541966,0.6989226672295349,0.5377610089103321,0.45,1.2,1,0->13->4->19
44,10,Dijkstra,1.7183141595308973,143.83216568278135,3,0.06817572445995584,46.24443636402731,0.7975921154832788,0.58826544601411,0.7075028045558613,0.5727713865102991,0.45,1.2,1,0->2->1->19
44,11,Dijkstra,1.7737373992660577,174.87083091476686,3,0.09833316943537929,36.901481318773854,0.7354430183130786,0.7940464199270533,0.753488753073687,0.5912457997553525,0.45,1.2,0,0->2->1->19
44,12,Dijkstra,1.9198706090928894,215.42609769306898,3,0.1311748733639365,28.324620573739153,0.6927661394147738,0.8717574026566752,0.8571198695296838,0.6399568696976298,0.45,1.2,0,0->2->1->19
44,13,Dijkstra,1.8772561346159422,238.433008903857,3,0.17081873338386802,17.823030550519967,0.6398773308454556,0.9698957893922936,0.8724730157575656,0.6257520448719808,0.45,1.2,0,0->2->1->19
44,14,Dijkstra,1.30830666830298,248.27070524858678,3,0.1942510926814066,5.0,0.5961466908764187,1.0,0.5177332017981001,0.43610222276766003,0.45,1.2,1,0->13->4->19
44,15,Dijkstra,1.9348869370093729,248.46566472501496,3,0.19357062849036621,7.422360801539952,0.5897951825627133,0.9923149711856265,0.7880799788051807,0.6449623123364576,0.45,1.2,0,0->13->4->19
44,16,Dijkstra,1.9042638215500813,247.10380879131577,3,0.1933048091242031,8.525134795059715,0.5964432991010117,0.9886808487658557,0.8004031332708113,0.6347546071833604,0.45,1.2,0,0->13->4->19
44,17,Dijkstra,1.8983138131713044,243.45657930616284,3,0.1907859749578857,8.90701785461121,0.5963544773242204,0.9872645692626899,0.7925262916275474,0.6327712710571015,0.45,1.2,0,0->13->4->19
44,18,Dijkstra,1.9278529824215487,242.7617544682066,3,0.1974237933851961,9.977915808707893,0.6009817463560929,0.9871853541009142,0.7932141071176768,0.6426176608071829,0.45,1.2,0,0->13->4->19
44,19,Dijkstra,1.8735714239352665,240.91447458918424,3,0.19469567193590456,9.144743415429465,0.5971284975468033,0.9742902964437627,0.8061287976662651,0.6245238079784222,0.45,1.2,0,0->13->4->19
44,20,Dijkstra,1.7530438540587525,228.10456652631785,3,0.18708911825478944,17.72722054921572,0.6237953345495952,0.9120722248874703,0.7401748368556903,0.5843479513529175,0.45,1.2,0,0->13->4->19
44,21,Dijkstra,1.7089471813671646,214.03185654226598,3,0.17987237495336703,24.593971266050158,0.641190437921936,0.8395138261582762,0.6583059237256667,0.5696490604557215,0.45,1.2,0,0->13->4->19
44,22,Dijkstra,1.763133792103198,204.00804853155438,3,0.17562665016137377,28.82719230210685,0.6656818840611328,0.7601961322752606,0.6869260835282264,0.5877112640343993,0.45,1.2,0,0->13->4->19
44,23,Dijkstra,1.7127551296240702,218.9673477212277,3,0.19004432386433903,29.636623933121694,0.6437555774473067,0.6633520270362699,0.7054662898327031,0.5709183765413567,0.45,1.2,1,0->2->1->19
44,24,Dijkstra,1.6331026246727904,220.35608493607418,3,0.18887934361798867,30.883665081164693,0.6418002866989702,0.6555931296384155,0.6814654103147173,0.5443675415575968,0.45,1.2,0,0->2->1->19
44,25,Dijkstra,1.601366447680852,195.8477242632432,3,0.17370035131644335,31.691158472634424,0.6634930134140974,0.7267794015540855,0.6372327276063958,0.5337888158936174,0.45,1.2,1,0->13->4->19
44,26,Dijkstra,1.6146956241196238,199.26929172530555,3,0.1724897344554195,33.401149429922135,0.6687672198536262,0.7609918628946181,0.6684995780137701,0.5382318747065412,0.45,1.2,0,0->13->4->19
44,27,Dijkstra,1.5846555436766412,198.34714626310432,3,0.17296355065935573,34.33065612829706,0.6723170035279917,0.7621776567653981,0.6634336731811339,0.5282185145588804,0.45,1.2,0,0->13->4->19
44,28,Dijkstra,1.6623532384164181,200.84804081831766,3,0.17537576618461148,36.413994432946865,0.6723106614964443,0.7731502711474093,0.664502805281692,0.554117746138806,0.45,1.2,0,0->13->4->19
44,29,Dijkstra,1.6283819097539016,199.4282584616813,3,0.17729992531136615,36.67436056110404,0.6716650605870361,0.762277113719418,0.6848675268469367,0.5427939699179672,0.45,1.2,0,0->13->4->19
44,30,Dijkstra,1.599972095562698,200.68320101394855,3,0.17964568323701458,38.553937415056275,0.6646719359729505,0.7656960280953556,0.7021993084982319,0.5333240318542326,0.45,1.2,0,0->13->4->19
44,31,Dijkstra,1.6165043975713054,203.10023583322635,3,0.18174546615479947,38.24966501857322,0.661950762828763,0.7654990515331702,0.6953191442068389,0.5388347991904351,0.45,1.2,0,0->13->4->19
44,32,Dijkstra,1.5809771019286285,198.54880841383485,3,0.18149168125635382,38.79528217401236,0.6581017815967055,0.7525041024447955,0.7017997862850944,0.5269923673095428,0.45,1.2,0,0->13->4->19
44,33,Dijkstra,1.5688897029388853,199.12205304430043,3,0.1813609132359053,37.975782639407136,0.659157811011794,0.7427662911754617,0.6764552335937356,0.5229632343129618,0.45,1.2,0,0->13->4->19
44,34,Dijkstra,1.625242461003312,199.4497249260769,3,0.18686539958415319,36.35019496938777,0.6629415811414577,0.7394565040518967,0.6996733716668121,0.541747487001104,0.45,1.2,0,0->13->4->19
44,35,Dijkstra,1.6405322205411617,199.58054346438757,3,0.18566235969919798,36.927557160092135,0.6610146914043665,0.7426948596964005,0.7044518139378954,0.5468440735137206,0.45,1.2,0,0->13->4->19
44,36,Dijkstra,1.6220317309490913,199.4044851522019,3,0.18552985442635492,36.434212841138795,0.6639745336725464,0.7550171132204527,0.6909712657317378,0.540677243649697,0.45,1.2,0,0->13->4->19
44,37,Dijkstra,1.5454511819903773,197.55540634572043,3,0.17901298547076025,37.894913864492786,0.663424831505311,0.7547313482133062,0.661604496744106,0.5151503939967924,0.45,1.2,0,0->13->4->19
44,38,Dijkstra,1.6165225712912277,195.10322967873446,3,0.17683991614039407,35.747673271009745,0.6635814247566145,0.7674029157589866,0.6823754772289563,0.5388408570970759,0.45,1.2,0,0->13->4->19
44,39,Dijkstra,1.6257636094670214,200.10490698647294,3,0.17753554525163362,31.447699368550406,0.6693132756430272,0.765008233998866,0.6806960389043931,0.5419212031556738,0.45,1.2,0,0->13->4->19
45,0,Dijkstra,1.3698306374018614,105.34501487417205,3,0.01629325362383935,51.34595561438971,0.8756570383487571,0.2168448489478161,0.5636839947526574,0.4566102124672871,0.45,1.2,0,0->4->13->19
45,1,Dijkstra,1.3999327104639323,106.90871102106007,3,0.017255698610635136,52.58129912318335,0.8803917811630121,0.20527059667526118,0.5684067256569425,0.4666442368213108,0.45,1.2,0,0->4->13->19
45,2,Dijkstra,1.4833285510072842,106.29863924172912,3,0.019251250534005306,53.20751949217552,0.8877614688850809,0.18975763160598302,0.596969904462065,0.4944428503357614,0.45,1.2,0,0->4->13->19
45,3,Dijkstra,1.5005311278450808,109.20531850279524,3,0.019273836256822875,52.266164307423615,0.8838678041049771,0.20766302491726715,0.6039002270737156,0.5001770426150269,0.45,1.2,0,0->4->13->19
45,4,Dijkstra,1.4937572998003574,107.60576431809807,3,0.020792013694409566,53.46908459525471,0.8856326369964237,0.19714966525558889,0.5899067035300828,0.49791909993345246,0.45,1.2,0,0->4->13->19
45,5,Dijkstra,1.4533638192280476,105.81150272341833,3,0.019720836516824526,55.50406209440434,0.8919208031167577,0.1906089384730919,0.5692860606983275,0.4844546064093492,0.45,1.2,0,0->4->13->19
45,6,Dijkstra,1.394848185979228,103.21213568086166,3,0.01905868874791818,55.18783385885004,0.8926947971593244,0.15618823600815648,0.5361549006284165,0.4649493953264094,0.45,1.2,0,0->4->13->19
45,7,Dijkstra,1.3748510750600047,106.03999461885391,3,0.020864949997426756,56.96129319750878,0.8929406925552689,0.15476236130534304,0.5147141529921427,0.4582836916866682,0.45,1.2,0,0->4->13->19
45,8,Dijkstra,1.3893044126474006,105.56804454384718,3,0.021482826555213563,58.91762360082644,0.8926041573352056,0.1669200718417064,0.524997646968092,0.46310147088246684,0.45,1.2,0,0->4->13->19
45,9,Dijkstra,1.4428307192045933,111.56309127745514,3,0.021391830406826764,59.874557670466295,0.8886925613571793,0.16028251078230757,0.5434960328995291,0.48094357306819774,0.45,1.2,0,0->4->13->19
45,10,Dijkstra,1.533527103841774,140.23998223646475,3,0.059639917886084214,47.339481809787095,0.8369837712674609,0.3996474709506306,0.5689963084626123,0.5111757012805913,0.45,1.2,0,0->4->13->19
45,11,Dijkstra,1.5696054854918453,164.7440940584748,3,0.09438414404070618,36.01182984376316,0.7733996726308948,0.6951392484665196,0.5811488763969134,0.5232018284972818,0.45,1.2,0,0->4->13->19
45,12,Dijkstra,1.7543612927885757,192.65219363174694,3,0.1324651203331898,21.84056501388119,0.7020328515653745,0.8265581941161968,0.6665534117191083,0.5847870975961919,0.45,1.2,0,0->4->13->19
45,13,Dijkstra,1.8009623719320982,231.08329066797023,3,0.16193598871775425,14.095470900910717,0.6479235522064073,0.9123437595035523,0.6617906118195706,0.6003207906440328,0.45,1.2,0,0->4->13->19
45,14,Dijkstra,1.189293265357962,265.63196132204774,3,0.22854817200945962,31.76006675846986,0.6099899865917117,1.0,0.4933992208997145,0.396431088452654,0.45,1.2,1,0->17->5->19
45,15,Dijkstra,1.799396871206061,267.32634578651243,3,0.22513095936127073,31.998689808202275,0.6048591210678519,0.988767929931134,0.7439973867689271,0.599798957068687,0.45,1.2,0,0->17->5->19
45,16,Dijkstra,1.8220732623538822,267.80583241536823,3,0.18604150466160255,10.972633198656808,0.6119926818591397,0.9819559207862457,0.6657380689324067,0.6073577541179608,0.45,1.2,1,0->4->13->19
45,17,Dijkstra,2.003790627044526,267.76171361483404,3,0.18541274517350856,10.253839054620075,0.6122550275310826,0.9963855904600667,0.7280979978786803,0.667930209014842,0.45,1.2,0,0->4->13->19
45,18,Dijkstra,1.9312494074104372,269.8189569931683,3,0.22903685782842853,30.77360241106068,0.5963738920502992,0.9812872704979186,0.8213098732257391,0.6437498024701457,0.45,1.2,1,0->17->5->19
45,19,Dijkstra,1.8205074532173025,265.7759177233712,3,0.23309676667597698,28.90330321018942,0.600207469091813,0.9701623556183584,0.7708870917089939,0.6068358177391008,0.45,1.2,0,0->17->5->19
