seed,time_step,algorithm,energy,kappa,route_changed,candidate_count,selected_index,selected_rank,best_candidate_cost,selected_base_cost,mean_candidate_cost,selected_tunneling_probability,mean_tunneling_probability,std_tunneling_probability,selection_probability,selected_thermal_weight,selected_final_score,candidate_cost_std
45,2,Dijkstra,0.45,1.2,0,1,0,1,1.4833285510072842,1.4833285510072842,1.4833285510072842,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,3,Dijkstra,0.45,1.2,0,1,0,1,1.5005311278450808,1.5005311278450808,1.5005311278450808,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,4,Dijkstra,0.45,1.2,0,1,0,1,1.4937572998003574,1.4937572998003574,1.4937572998003574,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,5,Dijkstra,0.45,1.2,0,1,0,1,1.4533638192280476,1.4533638192280476,1.4533638192280476,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,6,Dijkstra,0.45,1.2,0,1,0,1,1.394848185979228,1.394848185979228,1.394848185979228,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,7,Dijkstra,0.45,1.2,0,1,0,1,1.3748510750600047,1.3748510750600047,1.3748510750600047,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,8,Dijkstra,0.45,1.2,0,1,0,1,1.3893044126474006,1.3893044126474006,1.3893044126474006,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,9,Dijkstra,0.45,1.2,0,1,0,1,1.4428307192045933,1.4428307192045933,1.4428307192045933,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,10,Dijkstra,0.45,1.2,0,1,0,1,1.533527103841774,1.533527103841774,1.533527103841774,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,11,Dijkstra,0.45,1.2,0,1,0,1,1.5696054854918453,1.5696054854918453,1.5696054854918453,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,12,Dijkstra,0.45,1.2,0,1,0,1,1.7543612927885757,1.7543612927885757,1.7543612927885757,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,13,Dijkstra,0.45,1.2,0,1,0,1,1.8009623719320982,1.8009623719320982,1.8009623719320982,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,14,Dijkstra,0.45,1.2,1,1,0,1,1.189293265357962,1.189293265357962,1.189293265357962,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,15,Dijkstra,0.45,1.2,0,1,0,1,1.799396871206061,1.799396871206061,1.799396871206061,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,16,Dijkstra,0.45,1.2,1,1,0,1,1.8220732623538822,1.8220732623538822,1.8220732623538822,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,17,Dijkstra,0.45,1.2,0,1,0,1,2.003790627044526,2.003790627044526,2.003790627044526,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,18,Dijkstra,0.45,1.2,1,1,0,1,1.9312494074104372,1.9312494074104372,1.9312494074104372,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,19,Dijkstra,0.45,1.2,0,1,0,1,1.8205074532173025,1.8205074532173025,1.8205074532173025,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,20,Dijkstra,0.45,1.2,0,1,0,1,1.4488754412446245,1.4488754412446245,1.4488754412446245,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,21,Dijkstra,0.45,1.2,1,1,0,1,1.73076750730376,1.73076750730376,1.73076750730376,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,22,Dijkstra,0.45,1.2,0,1,0,1,1.6558616436094926,1.6558616436094926,1.6558616436094926,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,23,Dijkstra,0.45,1.2,0,1,0,1,1.7302206456075846,1.7302206456075846,1.7302206456075846,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,24,Dijkstra,0.45,1.2,0,1,0,1,1.6781127269498626,1.6781127269498626,1.6781127269498626,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,25,Dijkstra,0.45,1.2,0,1,0,1,1.5982224793812914,1.5982224793812914,1.5982224793812914,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,26,Dijkstra,0.45,1.2,0,1,0,1,1.5975563447744514,1.5975563447744514,1.5975563447744514,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,27,Dijkstra,0.45,1.2,0,1,0,1,1.633532506645925,1.633532506645925,1.633532506645925,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,28,Dijkstra,0.45,1.2,0,1,0,1,1.550578983810306,1.550578983810306,1.550578983810306,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,29,Dijkstra,0.45,1.2,0,1,0,1,1.5780365421853704,1.5780365421853704,1.5780365421853704,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,30,Dijkstra,0.45,1.2,0,1,0,1,1.5368603921099853,1.5368603921099853,1.5368603921099853,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,31,Dijkstra,0.45,1.2,0,1,0,1,1.5372106632963027,1.5372106632963027,1.5372106632963027,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,32,Dijkstra,0.45,1.2,0,1,0,1,1.5123690651719888,1.5123690651719888,1.5123690651719888,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,33,Dijkstra,0.45,1.2,0,1,0,1,1.5126738107922244,1.5126738107922244,1.5126738107922244,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,34,Dijkstra,0.45,1.2,0,1,0,1,1.5516618466044414,1.5516618466044414,1.5516618466044414,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,35,Dijkstra,0.45,1.2,0,1,0,1,1.5002141812346212,1.5002141812346212,1.5002141812346212,0.0,0.0,0.0,1.0,1.0,1.0,0.0
45,36,Dijkstra,0.45,1.2,0,1,0,1,1.5540865059255504,1.5540865059255504,1.5540865059255504,0.0,0.0,0.0,1.0,1.0,1.0,0.0
