time,algorithm,path,path_cost,latency,hops,packet_loss,bandwidth,tunneling_probability,barrier_height,barrier_width,energy,kappa,volatility
7,QT-APP,0->9->18->13->19,0.5244787317374133,53.22264481831441,4,0.03503226850393981,27.562185555172036,1.0,0.0,0.0,0.49118688506912966,0.9188822782448589,0.005934425345648259
8,Dijkstra,0->9->18->13->19,0.5185225728243654,49.23123272416302,4,0.03054403757453006,29.9255099348259,,,,0.5311160080613702,0.7473934465270642,0.005580040306850841
8,QT-APP,0->3->18->13->19,1.0121128507891635,103.41431439167141,4,0.03109182327284976,23.428845339117263,1.0,0.0,0.0,0.5311160080613702,0.7473934465270642,0.005580040306850841
9,Dijkstra,0->9->18->13->19,0.5168361376040936,48.321782910389246,4,0.0362709632433158,31.19876409009082,,,,0.5711327296401659,0.6297018894876549,0.005663648200829519
9,QT-APP,0->1->11->8->13->19,0.965832814859424,109.05301030263446,5,0.04130687085359186,28.99483289903283,1.0,0.0,0.0,0.5711327296401659,0.6297018894876549,0.005663648200829519
10,Dijkstra,0->9->18->13->19,0.5325140298165106,50.64485686020757,4,0.04639087125301644,28.748852510207822,,,,0.6113245949585121,0.543817414079453,0.006622974792559872
10,QT-APP,0->16->10->9->18->13->19,1.0262150943183672,101.93294305443888,6,0.08143834443037601,28.748852510207822,1.0,0.0,0.0,0.6113245949585121,0.543817414079453,0.006622974792559872
11,Dijkstra,0->9->18->13->19,0.5321159464384283,47.93246842474149,4,0.04359207134323173,31.904207670354346,,,,0.651330178456722,0.47872641686723894,0.006650892283610024
11,QT-APP,0->9->18->13->19,0.5321159464384283,47.93246842474149,4,0.04359207134323173,31.904207670354346,1.0,0.0,0.0,0.651330178456722,0.47872641686723894,0.006650892283610024
12,Dijkstra,0->16->8->13->19,0.5320267958404561,47.49810078983604,4,0.06839328854188997,71.30862008889163,,,,0.651386076636979,0.4786730449512828,0.006930383184894831
12,QT-APP,0->9->10->16->8->13->19,1.0769691084690822,110.04293816434318,6,0.07785021717678786,47.486771984370115,1.0,0.0,0.0,0.651386076636979,0.4786730449512828,0.006930383184894831
13,Dijkstra,0->16->8->13->19,0.5355671953646461,55.15255544368358,4,0.06574880218557133,70.74034962048205,,,,0.6511202958575064,0.47892692031025624,0.005601479287531934
13,QT-APP,0->16->3->18->13->19,1.0379781767387906,125.57432433809458,5,0.07303648636191196,38.21711746328591,1.0,0.0,0.0,0.6511202958575064,0.47892692031025624,0.005601479287531934
14,Dijkstra,0->16->8->13->19,0.5256451144343359,56.65896664779608,4,0.05269800135118263,70.86066269765635,,,,0.6512470956767081,0.47880576679649034,0.00623547838354052
14,QT-APP,0->16->8->13->19,0.5256451144343359,56.65896664779608,4,0.05269800135118263,70.86066269765635,1.0,0.0,0.0,0.6512470956767081,0.47880576679649034,0.00623547838354052
15,Dijkstra,0->16->8->13->19,0.5051508341836373,54.372127843903215,4,0.05237568175664209,70.24778195597968,,,,0.6513115607217056,0.47874419583399924,0.006557803608527692
15,QT-APP,0->16->8->13->19,0.5051508341836373,54.372127843903215,4,0.05237568175664209,70.24778195597968,1.0,0.0,0.0,0.6513115607217056,0.47874419583399924,0.006557803608527692
16,Dijkstra,0->16->8->13->19,0.4896266097194759,51.81950824764161,4,0.05880254506439042,72.96031572225007,,,,0.451398364434684,1.1916680687733936,0.006991822173420086
16,QT-APP,0->16->8->13->19,0.4896266097194759,51.81950824764161,4,0.05880254506439042,72.96031572225007,1.0,0.0,0.0,0.451398364434684,1.1916680687733936,0.006991822173420086
17,Dijkstra,0->16->8->13->19,0.4871800630205798,52.857854709583904,4,0.06325607180841641,73.19656561804847,,,,0.4511927044402298,1.1928861966826392,0.00596352220114881
17,QT-APP,0->9->18->13->19,0.5795670310510792,59.213506548155756,4,0.044352474119190854,39.391703510573635,1.0,0.0,0.0,0.4511927044402298,1.1928861966826392,0.00596352220114881
18,Dijkstra,0->16->8->13->19,0.47071272011569076,50.44872367343076,4,0.04836389234899585,76.09822216409464,,,,0.49125549968793625,0.9186409483692191,0.006277498439681357
18,QT-APP,0->9->14->8->13->19,0.9344787559232751,101.66091559271302,5,0.06537315219812623,28.989896991586512,1.0,0.0,0.0,0.49125549968793625,0.9186409483692191,0.006277498439681357
19,Dijkstra,0->16->8->13->19,0.45245792312156685,47.883762851324235,4,0.04061082480412126,76.21479874876312,,,,0.5312477850349459,0.7470868631013049,0.0062389251747289355
19,QT-APP,0->9->18->13->19,0.571921940425526,54.6287265998768,4,0.028791146630828268,44.63918325987362,1.0,0.0,0.0,0.5312477850349459,0.7470868631013049,0.0062389251747289355
20,Dijkstra,0->16->8->13->19,0.4052179267005859,37.118708256960424,4,0.020155033629095542,74.12114759705145,,,,0.573331430578823,0.6260900642496358,0.016657152894114395
20,QT-APP,0->9->18->13->19,0.5081868696108515,37.118708256960424,4,0.02548409281179287,48.69688296352521,1.0,0.0,0.0,0.573331430578823,0.6260900642496358,0.016657152894114395
21,Dijkstra,0->16->8->13->19,0.3531194170241332,30.524730287981612,4,0.005072787804143886,77.21113440048931,,,,0.6150433249382011,0.5392733393615701,0.025216624691005204
21,QT-APP,0->16->10->9->18->13->19,0.781421432153737,54.38030033362886,6,0.014744390687067899,43.27384069496752,1.0,0.0,0.0,0.6150433249382011,0.5392733393615701,0.025216624691005204
22,Dijkstra,0->16->8->13->19,0.3068876529312029,24.476029066255588,4,0.011477255230506578,76.42041534300017,,,,0.6554691672643472,0.4748064086656471,0.02734583632173608
22,QT-APP,0->16->8->13->19,0.3068876529312029,24.476029066255588,4,0.011477255230506578,76.42041534300017,1.0,0.0,0.0,0.6554691672643472,0.4748064086656471,0.02734583632173608
23,Dijkstra,0->16->8->13->19,0.2811489353882267,26.821291602981788,4,0.014362810647808866,75.70722707043294,,,,0.45392354809807073,1.1769116526188501,0.019617740490353655
23,QT-APP,0->9->18->13->19,0.3896658673870134,29.991762824254085,4,0.01695295639465111,40.472933568424665,1.0,0.0,0.0,0.45392354809807073,1.1769116526188501,0.019617740490353655
24,Dijkstra,0->16->8->13->19,0.2658476404478694,29.1904354616334,4,0.01973492451276726,78.82447304410192,,,,0.4928060064021459,0.9132211370875286,0.014030032010729459
24,QT-APP,0->9->18->13->19,0.37811824714862197,29.38065091401925,4,0.024489606546766796,43.51173244229613,1.0,0.0,0.0,0.4928060064021459,0.9132211370875286,0.014030032010729459
25,Dijkstra,0->16->8->13->19,0.2572462038427631,29.08204575563105,4,0.0199044050653846,78.60604888216736,,,,0.5319322910388401,0.7454983755296694,0.009661455194200225
25,QT-APP,0->9->10->16->8->13->19,0.5395194934443052,49.49138748632748,6,0.025181223465132963,32.80947474622014,1.0,0.0,0.0,0.5319322910388401,0.7454983755296694,0.009661455194200225
26,Dijkstra,0->16->8->13->19,0.25546696459656726,31.78759177482845,4,0.03384524419117063,82.86188638692967,,,,0.5716508717198607,0.6288469849904201,0.008254358599303473
26,QT-APP,0->3->11->8->13->19,0.5867450643514288,32.55223474280745,5,0.07452968097612145,29.617607272839038,1.0,0.0,0.0,0.5716508717198607,0.6288469849904201,0.008254358599303473
27,Dijkstra,0->16->8->13->19,0.2453164096211331,28.14198451092395,4,0.034995513535114764,78.51975261913653,,,,0.6113663002872153,0.5437660279994692,0.006831501436075843
27,QT-APP,0->9->18->13->19,0.39047220819577727,34.74023787685995,4,0.023051420490327934,44.87206449060269,1.0,0.0,0.0,0.6113663002872153,0.5437660279994692,0.006831501436075843
28,Dijkstra,0->16->8->13->19,0.25562608413781035,33.12778047034987,4,0.02569507418618122,79.5559841466454,,,,0.651256959113943,0.47879634514050606,0.006284795569714872
28,QT-APP,0->9->10->16->8->13->19,0.4968534889507805,51.02625598514111,6,0.03620640943632236,38.418532556425504,1.0,0.0,0.0,0.651256959113943,0.47879634514050606,0.006284795569714872
29,Dijkstra,0->16->8->13->19,0.2535517445534303,30.61797649566212,4,0.02171742439915214,82.49558661196454,,,,0.6511179468629529,0.47892916528418783,0.005589734314764389
29,QT-APP,0->3->16->8->13->19,0.519528863391445,48.376153570594774,5,0.05344763429570443,35.79927362259933,1.0,0.0,0.0,0.6511179468629529,0.47892916528418783,0.005589734314764389
30,Dijkstra,0->16->8->13->19,0.264018122535547,35.80896827291948,4,0.013391969929543945,83.25358406267486,,,,0.6510894651925812,0.4789563873743824,0.005447325962905662
30,QT-APP,0->16->8->13->19,0.264018122535547,35.80896827291948,4,0.013391969929543945,83.25358406267486,1.0,0.0,0.0,0.6510894651925812,0.4789563873743824,0.005447325962905662
31,Dijkstra,0->16->8->13->19,0.2684479980075919,35.86959816700251,4,0.013430889682540026,81.94144008899903,,,,0.4508991745096466,1.1946290998247773,0.004495872548233159
31,QT-APP,0->9->14->8->13->19,0.5024501174098575,56.678603700113136,5,0.012641110640934539,46.737985929479706,1.0,0.0,0.0,0.4508991745096466,1.1946290998247773,0.004495872548233159
32,Dijkstra,0->16->8->13->19,0.2692227060940403,33.3131436988521,4,0.02590904549532258,84.9334762186322,,,,0.49091174896230977,0.919851256045466,0.004558744811548961
32,QT-APP,0->16->8->13->19,0.2692227060940403,33.3131436988521,4,0.02590904549532258,84.9334762186322,1.0,0.0,0.0,0.49091174896230977,0.919851256045466,0.004558744811548961
33,Dijkstra,0->16->8->13->19,0.27873970126806447,35.1728834592015,4,0.018609836746784292,84.67692938655537,,,,0.5310165011379964,0.74762511942285,0.0050825056899817455
33,QT-APP,0->16->8->13->19,0.27873970126806447,35.1728834592015,4,0.018609836746784292,84.67692938655537,1.0,0.0,0.0,0.5310165011379964,0.74762511942285,0.0050825056899817455
34,Dijkstra,0->16->8->13->19,0.30405047942857794,41.065494548888736,4,0.02306723108692499,85.99004647372628,,,,0.5710922928822669,0.6297687055931741,0.005461464411334105
34,QT-APP,0->3->16->8->13->19,0.5558648952884905,54.68455147187157,5,0.049379817130352,33.15577719110993,1.0,0.0,0.0,0.5710922928822669,0.6297687055931741,0.005461464411334105
35,Dijkstra,0->16->8->13->19,0.3167246606757875,39.29320826496287,4,0.04256627524601664,84.30167172011961,,,,0.6110846447027509,0.544113251010443,0.005423223513753963
35,QT-APP,0->3->16->8->13->19,0.5645488174006759,54.308222065441015,5,0.06282272174629344,29.135891789984733,1.0,0.0,0.0,0.6110846447027509,0.544113251010443,0.005423223513753963
36,Dijkstra,0->16->8->13->19,0.32873921645603665,39.75218797942446,4,0.04069081587154477,81.46333845762005,,,,0.651141906687073,0.4789062674614094,0.005709533435364399
36,QT-APP,0->9->10->16->8->13->19,0.5554067701562665,56.757765666570606,6,0.08852671838013482,43.22797638323543,1.0,0.0,0.0,0.651141906687073,0.4789062674614094,0.005709533435364399
37,Dijkstra,0->16->8->13->19,0.31948750201308884,34.133086274122384,4,0.03585322128280799,80.63128271053881,,,,0.6509137531835445,0.4791243971136472,0.004568765917722137
37,QT-APP,0->9->18->13->19,0.45605999402116093,35.28683330767166,4,0.06763953195202677,58.410426763648935,1.0,0.0,0.0,0.6509137531835445,0.4791243971136472,0.004568765917722137
38,Dijkstra,0->16->8->13->19,0.31228946078826325,31.62123555563449,4,0.030658881225124723,80.46592863798169,,,,0.6510562359137397,0.47898815102526265,0.005281179568698738
38,QT-APP,0->16->8->13->19,0.31228946078826325,31.62123555563449,4,0.030658881225124723,80.46592863798169,1.0,0.0,0.0,0.6510562359137397,0.47898815102526265,0.005281179568698738
39,Dijkstra,0->16->8->13->19,0.31878790556715575,35.442053815059246,4,0.030772071496224962,76.18172581608053,,,,0.6511820212207509,0.4788679358757155,0.005910106103754053
39,QT-APP,0->3->16->8->13->19,0.5415550399176604,51.97934343564334,5,0.04562234230971718,26.15836649703424,1.0,0.0,0.0,0.6511820212207509,0.4788679358757155,0.005910106103754053
40,Dijkstra,0->16->8->13->19,0.3324831066414389,36.51502592123173,4,0.04189879696430299,73.87509470016853,,,,0.6513031116903566,0.4787522646542886,0.00651555845178267
40,QT-APP,0->1->11->8->13->19,0.546058963979743,32.86185757577101,5,0.06200693069359353,24.82835354662563,1.0,0.0,0.0,0.6513031116903566,0.4787522646542886,0.00651555845178267
