algorithm,path_cost,path_cost,latency,latency,hops,hops,packet_loss,packet_loss,bandwidth,bandwidth,reliability,reliability,congestion,congestion,tunneling_probability,tunneling_probability,energy,energy,kappa,kappa
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Dijkstra,0.4978162059435093,0.1043443568287241,159.47719736190078,131.69627587172022,2.2,1.190238071423808,0.2995116389637089,0.14673389146616744,19.51809584987106,13.624007491339029,0.7451258213565793,0.09936949441822321,0.8844886792700037,0.15778141529430872,0.0,0.0,0.45,0.0,1.2,0.0
QT-APP,0.5361124893229924,0.11645699049566845,315.4964662043126,155.18638855340822,4.0,1.2247448713915894,0.4731198152502493,0.15163151905895297,19.89237073096831,11.934576508495246,0.6939151030374269,0.10395069500767525,0.8205249627644292,0.19693353948949424,0.9848256747478268,0.06619052582939466,0.8804000000000003,0.08388881530533934,0.9107999999999997,0.06422097269065098
QT-APP without adaptation,0.5204939430078896,0.10654697681415559,274.57653415174065,152.7434619176072,3.68,1.4640127503998503,0.4393857556006929,0.16433633358094138,21.68623558392423,13.291454905676819,0.7069299796424484,0.093200995195016,0.8281646729819514,0.18392150503762691,0.27152261520674925,0.21142003965347772,0.45,0.0,1.2,0.0
QT-APP without tunneling,0.5361124893229924,0.11645699049566845,315.4964662043126,155.18638855340822,4.0,1.2247448713915894,0.4731198152502493,0.15163151905895297,19.89237073096831,11.934576508495246,0.6939151030374269,0.10395069500767525,0.8205249627644292,0.19693353948949424,1.0,0.0,0.8308000000000003,0.08606780272939862,0.9467999999999998,0.06401301950905512
