,path_cost,path_cost,latency,latency,hops,hops,packet_loss,packet_loss,bandwidth,bandwidth
,mean,std,mean,std,mean,std,mean,std,mean,std
algorithm,,,,,,,,,,
Dijkstra,0.3997480675279297,0.1165471495656852,41.98316314799901,10.0301072470958,4.0,0.0,0.03477743601627361,0.015970888072734224,64.8043616508535,22.164495440951065
QT-APP,0.6042536727374495,0.2417624983395615,59.40311541155163,27.49194693800441,4.65,0.7696152885095853,0.04310963572413039,0.021657087460273998,44.46996503659621,19.20892041245753
